person_id,center_id,td,rcs,phs
P0030,C05,11.06,clear,none
P0030,C06,11.65,partially_blocked,none
P0030,C07,33.56,clear,minor
P0031,C00,22.85,clear,moderate
P0031,C01,2.87,blocked,moderate
P0031,C02,28.93,clear,minor
P0031,C03,13.66,clear,minor
P0031,C04,37.69,blocked,significant
P0031,C05,59.12,clear,moderate
P0031,C06,22.32,partially_blocked,moderate
P0031,C07,3.93,partially_blocked,moderate
P0032,C00,26.46,partially_blocked,minor
P0032,C01,14.94,blocked,moderate
P0032,C02,26.03,clear,extreme
P0032,C03,32.16,blocked,moderate
P0032,C04,6.65,clear,none
P0032,C05,20.28,blocked,none
P0032,C06,58.79,clear,minor
P0032,C07,26.79,clear,moderate
P0033,C00,12.69,clear,none
P0033,C01,59.26,clear,moderate
P0033,C02,16.5,partially_blocked,none
P0033,C03,65.3,clear,none
P0033,C04,3.3,clear,none
P0033,C05,34.43,clear,minor
P0033,C06,77.86,partially_blocked,minor
P0033,C07,25.43,partially_blocked,minor
P0034,C00,11.63,clear,significant
P0034,C01,19.68,blocked,minor
P0034,C02,9.97,blocked,moderate
P0034,C03,4.32,partially_blocked,none
P0034,C04,16.37,blocked,none
P0034,C05,30.06,clear,minor
P0034,C06,12.11,clear,minor
P0034,C07,17.52,clear,minor
P0035,C00,59.18,clear,moderate
P0035,C01,13.78,blocked,minor
P0035,C02,36.61,partially_blocked,moderate
P0035,C03,16.37,blocked,none
P0035,C04,33.85,partially_blocked,extreme
P0035,C05,24.32,partially_blocked,moderate
P0035,C06,23.63,clear,none
P0035,C07,8.17,clear,none
P0036,C00,12.42,blocked,minor
P0036,C01,5.1,clear,extreme
P0036,C02,14.04,clear,moderate
P0036,C03,51.02,clear,minor
P0036,C04,3.84,clear,none
P0036,C05,19.47,clear,extreme
P0036,C06,10.14,clear,none
P0036,C07,22.99,clear,minor
P0037,C00,47.22,blocked,minor
P0037,C01,2.44,blocked,moderate
P0037,C02,12.82,partially_blocked,significant
P0037,C03,26.38,partially_blocked,none
P0037,C04,8.29,partially_blocked,minor
P0037,C05,28.8,partially_blocked,moderate
P0037,C06,25.2,clear,minor
P0037,C07,36.15,blocked,minor
P0038,C00,47.98,partially_blocked,minor
P0038,C01,10.18,partially_blocked,none
P0038,C02,24.56,partially_blocked,minor
P0038,C03,25.9,partially_blocked,minor
P0038,C04,27.95,partially_blocked,none
P0038,C05,26.75,clear,none
P0038,C06,4.97,partially_blocked,moderate
P0038,C07,45.26,clear,moderate
P0039,C00,39.41,clear,none
P0039,C01,10.98,clear,moderate
P0039,C02,42.2,clear,minor
P0039,C03,18.74,clear,minor
P0039,C04,25.7,blocked,significant
P0039,C05,43.63,partially_blocked,moderate
P0039,C06,34.58,clear,extreme
P0039,C07,20.04,clear,none
P0040,C00,15.97,clear,none
P0040,C01,26.5,blocked,none
P0040,C02,14.07,partially_blocked,extreme
P0040,C03,40.66,clear,minor
P0040,C04,35.48,clear,moderate
P0040,C05,24.35,clear,extreme
P0040,C06,38.06,partially_blocked,none
P0040,C07,7.32,blocked,minor
P0041,C00,17.48,clear,none
P0041,C01,35.47,blocked,none
P0041,C02,12.53,blocked,significant
P0041,C03,17.43,clear,minor
P0041,C04,36.33,clear,significant
P0041,C05,31.52,clear,none
P0041,C06,18.24,clear,none
P0041,C07,54.69,partially_blocked,none
P0042,C00,36.11,clear,moderate
P0042,C01,10.34,clear,significant
P0042,C02,9.91,partially_blocked,none
P0042,C03,34.77,clear,minor
P0042,C04,38.67,clear,minor
P0042,C05,11.64,blocked,minor
P0042,C06,10.07,blocked,minor
P0042,C07,42.28,partially_blocked,none
P0043,C00,16.29,blocked,minor
P0043,C01,15.09,partially_blocked,minor
P0043,C02,44.92,clear,extreme
P0043,C03,38.88,partially_blocked,moderate
P0043,C04,27.3,partially_blocked,moderate
P0043,C05,45.91,clear,moderate
P0043,C06,47.31,partially_blocked,none
P0043,C07,50.28,partially_blocked,significant
P0044,C00,22.99,partially_blocked,none
P0044,C01,44.42,blocked,none
P0044,C02,56.58,partially_blocked,minor
P0044,C03,13.85,clear,minor
P0044,C04,44.84,partially_blocked,moderate
P0044,C05,52.43,partially_blocked,minor
P0044,C06,47.07,clear,minor
P0044,C07,14.13,blocked,none
P0045,C00,20.01,partially_blocked,moderate
P0045,C01,26.26,clear,extreme
P0045,C02,24.29,partially_blocked,extreme
P0045,C03,39.19,partially_blocked,none
P0045,C04,21.33,clear,minor
P0045,C05,19.71,partially_blocked,minor
P0045,C06,21.27,blocked,minor
P0045,C07,30.51,clear,significant
P0046,C00,12.95,blocked,moderate
P0046,C01,46.63,partially_blocked,extreme
P0046,C02,64.53,partially_blocked,minor
P0046,C03,67.45,clear,significant
P0046,C04,46.71,partially_blocked,minor
P0046,C05,10.66,partially_blocked,moderate
P0046,C06,15.41,clear,none
P0046,C07,30.05,clear,significant
P0047,C00,5.26,partially_blocked,none
P0047,C01,39.44,clear,moderate
P0047,C02,32.95,partially_blocked,minor
P0047,C03,25.03,partially_blocked,significant
P0047,C04,8.94,partially_blocked,significant
P0047,C05,59.59,partially_blocked,minor
P0047,C06,34.02,clear,minor
P0047,C07,12.84,partially_blocked,moderate
P0048,C00,26.89,clear,minor
P0048,C01,24.61,partially_blocked,minor
P0048,C02,36.0,clear,significant
P0048,C03,32.39,clear,none
P0048,C04,53.68,partially_blocked,moderate
P0048,C05,9.4,blocked,moderate
P0048,C06,26.9,clear,minor
P0048,C07,9.1,clear,none
P0049,C00,26.71,clear,minor
P0049,C01,5.38,partially_blocked,moderate
P0049,C02,40.14,clear,moderate
P0049,C03,10.77,clear,none
P0049,C04,7.7,partially_blocked,moderate
P0049,C05,10.23,partially_blocked,none
P0049,C06,33.92,partially_blocked,significant
P0049,C07,2.0,blocked,none
P0050,C00,9.86,clear,minor
P0050,C01,43.37,blocked,moderate
P0050,C02,25.3,partially_blocked,significant
P0050,C03,51.15,blocked,none
P0050,C04,12.16,clear,none
P0050,C05,33.2,clear,moderate
P0050,C06,30.08,clear,moderate
P0050,C07,18.35,partially_blocked,moderate
P0051,C00,9.5,blocked,significant
P0051,C01,53.08,clear,extreme
P0051,C02,27.14,partially_blocked,none
P0051,C03,24.62,partially_blocked,none
P0051,C04,16.29,blocked,extreme
P0051,C05,37.52,clear,moderate
P0051,C06,20.6,clear,moderate
P0051,C07,6.98,clear,none
P0052,C00,48.66,clear,none
P0052,C01,41.57,partially_blocked,none
P0052,C02,6.22,partially_blocked,none
P0052,C03,14.63,partially_blocked,moderate
P0052,C04,40.97,clear,moderate
P0052,C05,13.13,partially_blocked,minor
P0052,C06,43.23,partially_blocked,none
P0052,C07,65.61,partially_blocked,minor
P0053,C00,7.09,partially_blocked,minor
P0053,C01,8.74,blocked,moderate
P0053,C02,32.8,clear,moderate
P0053,C03,11.24,blocked,none
P0053,C04,36.76,clear,moderate
P0053,C05,24.41,clear,moderate
P0053,C06,22.35,partially_blocked,moderate
P0053,C07,37.62,blocked,extreme
P0054,C00,31.51,partially_blocked,none
P0054,C01,21.44,clear,minor
P0054,C02,60.66,partially_blocked,significant
P0054,C03,14.05,clear,minor
P0054,C04,22.39,clear,moderate
P0054,C05,7.88,clear,none
P0054,C06,51.98,clear,moderate
P0054,C07,2.58,clear,minor
P0055,C00,12.24,partially_blocked,moderate
P0055,C01,44.18,clear,significant
P0055,C02,40.59,partially_blocked,minor
P0055,C03,29.46,clear,none
P0055,C04,71.46,partially_blocked,significant
P0055,C05,36.53,partially_blocked,none
P0055,C06,44.09,clear,none
P0055,C07,24.27,partially_blocked,minor
P0056,C00,42.74,clear,moderate
P0056,C01,44.16,partially_blocked,none
P0056,C02,21.53,clear,moderate
P0056,C03,2.0,clear,minor
P0056,C04,25.82,partially_blocked,moderate
P0056,C05,51.97,clear,minor
P0056,C06,7.78,partially_blocked,moderate
P0056,C07,63.91,partially_blocked,none
P0057,C00,18.85,blocked,significant
P0057,C01,35.6,clear,none
P0057,C02,27.17,clear,minor
P0057,C03,5.15,partially_blocked,moderate
P0057,C04,41.37,partially_blocked,minor
P0057,C05,24.23,partially_blocked,none
P0057,C06,9.7,clear,minor
P0057,C07,21.51,clear,none
P0058,C00,30.98,blocked,minor
P0058,C01,17.41,blocked,moderate
P0058,C02,22.51,partially_blocked,moderate
P0058,C03,27.37,clear,moderate
P0058,C04,11.97,clear,moderate
P0058,C05,38.23,partially_blocked,moderate
P0058,C06,19.26,clear,none
P0058,C07,4.94,partially_blocked,moderate
P0059,C00,37.0,clear,moderate
P0059,C01,12.65,partially_blocked,moderate
P0059,C02,22.01,blocked,none
P0059,C03,14.53,clear,none
P0059,C04,34.03,partially_blocked,none
P0059,C05,25.87,blocked,moderate
P0059,C06,6.1,clear,moderate
P0059,C07,70.56,partially_blocked,none
P0060,C00,31.56,clear,minor
P0060,C01,18.41,partially_blocked,none
P0060,C02,11.67,clear,moderate
P0060,C03,19.62,clear,moderate
P0060,C04,29.24,partially_blocked,minor
P0060,C05,4.73,clear,moderate
P0060,C06,30.96,clear,extreme
P0060,C07,39.18,partially_blocked,none
P0061,C00,4.48,partially_blocked,minor
P0061,C01,7.64,clear,moderate
P0061,C02,49.12,clear,minor
P0061,C03,52.11,partially_blocked,none
P0061,C04,24.53,partially_blocked,none
P0061,C05,58.91,clear,none
P0061,C06,39.49,blocked,moderate
P0061,C07,20.67,blocked,none
P0062,C00,6.87,partially_blocked,extreme
P0062,C01,6.93,partially_blocked,none
P0062,C02,20.71,partially_blocked,minor
P0062,C03,24.15,clear,none
P0062,C04,67.85,partially_blocked,none
P0062,C05,29.44,partially_blocked,none
P0062,C06,6.21,blocked,moderate
P0062,C07,15.53,clear,none
P0063,C00,36.6,partially_blocked,minor
P0063,C01,17.31,clear,none
P0063,C02,38.02,partially_blocked,minor
P0063,C03,44.43,blocked,none
P0063,C04,30.16,clear,moderate
P0063,C05,5.5,partially_blocked,none
P0063,C06,17.19,blocked,none
P0063,C07,57.44,blocked,minor
P0064,C00,36.66,clear,none
P0064,C01,29.74,clear,none
P0064,C02,30.74,partially_blocked,moderate
P0064,C03,70.95,partially_blocked,extreme
P0064,C04,35.07,clear,moderate
P0064,C05,9.04,partially_blocked,minor
P0064,C06,27.34,blocked,none
P0064,C07,2.0,clear,moderate
P0065,C00,44.36,partially_blocked,minor
P0065,C01,28.64,partially_blocked,extreme
P0065,C02,21.52,blocked,minor
P0065,C03,23.42,partially_blocked,minor
P0065,C04,30.56,partially_blocked,none
P0065,C05,26.47,partially_blocked,none
P0065,C06,13.88,partially_blocked,moderate
P0065,C07,39.39,partially_blocked,minor
P0066,C00,9.15,partially_blocked,minor
P0066,C01,34.16,clear,none
P0066,C02,3.79,clear,none
P0066,C03,24.62,blocked,moderate
P0066,C04,28.31,clear,moderate
P0066,C05,33.59,partially_blocked,moderate
P0066,C06,8.85,partially_blocked,none
P0066,C07,59.45,clear,extreme
P0067,C00,19.52,clear,minor
P0067,C01,19.58,clear,extreme
P0067,C02,21.59,partially_blocked,none
P0067,C03,65.36,clear,minor
P0067,C04,23.52,partially_blocked,moderate
P0067,C05,17.85,partially_blocked,none
P0067,C06,33.81,clear,moderate
P0067,C07,48.71,partially_blocked,moderate
P0068,C00,43.34,clear,significant
P0068,C01,11.38,blocked,none
P0068,C02,26.73,blocked,none
P0068,C03,25.04,partially_blocked,moderate
P0068,C04,13.82,partially_blocked,minor
P0068,C05,66.75,partially_blocked,minor
P0068,C06,26.58,partially_blocked,none
P0068,C07,11.43,partially_blocked,none
P0069,C00,6.09,clear,none
P0069,C01,35.28,partially_blocked,moderate
P0069,C02,42.22,partially_blocked,minor
P0069,C03,47.0,clear,moderate
P0069,C04,14.34,clear,moderate
P0069,C05,13.22,partially_blocked,none
P0069,C06,27.9,partially_blocked,minor
P0069,C07,27.21,clear,moderate
P0070,C00,13.49,partially_blocked,none
P0070,C01,27.05,clear,none
P0070,C02,64.44,partially_blocked,minor
P0070,C03,13.87,clear,none
P0070,C04,49.95,partially_blocked,significant
P0070,C05,6.85,partially_blocked,minor
P0070,C06,17.71,clear,extreme
P0070,C07,14.85,partially_blocked,none
P0071,C00,23.57,clear,significant
P0071,C01,26.4,clear,moderate
P0071,C02,36.73,clear,moderate
P0071,C03,35.12,partially_blocked,significant
P0071,C04,7.47,clear,none
P0071,C05,19.54,blocked,moderate
P0071,C06,15.65,partially_blocked,none
P0071,C07,42.07,partially_blocked,significant
P0072,C00,29.98,clear,moderate
P0072,C01,18.47,blocked,moderate
P0072,C02,43.93,partially_blocked,extreme
P0072,C03,11.11,partially_blocked,none
P0072,C04,27.0,clear,moderate
P0072,C05,27.33,blocked,none
P0072,C06,38.88,clear,moderate
P0072,C07,32.13,partially_blocked,none
P0073,C00,23.06,partially_blocked,none
P0073,C01,20.49,partially_blocked,moderate
P0073,C02,52.75,partially_blocked,none
P0073,C03,26.28,partially_blocked,none
P0073,C04,17.1,partially_blocked,none
P0073,C05,6.38,partially_blocked,none
P0073,C06,18.13,blocked,extreme
P0073,C07,35.91,clear,extreme
P0074,C00,13.27,partially_blocked,moderate
P0074,C01,20.28,partially_blocked,none
P0074,C02,9.56,partially_blocked,significant
P0074,C03,47.18,partially_blocked,significant
P0074,C04,30.9,clear,significant
P0074,C05,23.55,clear,none
P0074,C06,6.49,clear,significant
P0074,C07,34.24,partially_blocked,minor
P0075,C00,49.21,partially_blocked,minor
P0075,C01,50.57,partially_blocked,minor
P0075,C02,35.85,clear,minor
P0075,C03,29.15,partially_blocked,none
P0075,C04,49.31,partially_blocked,moderate
P0075,C05,8.56,partially_blocked,none
P0075,C06,35.4,partially_blocked,none
P0075,C07,23.04,blocked,none
P0076,C00,32.18,partially_blocked,moderate
P0076,C01,4.58,partially_blocked,minor
P0076,C02,18.75,partially_blocked,minor
P0076,C03,5.85,clear,significant
P0076,C04,7.24,partially_blocked,none
P0076,C05,12.51,partially_blocked,minor
P0076,C06,69.16,clear,moderate
P0076,C07,29.44,partially_blocked,moderate
P0077,C00,35.9,blocked,none
P0077,C01,14.79,partially_blocked,none
P0077,C02,35.03,partially_blocked,minor
P0077,C03,12.37,clear,none
P0077,C04,9.77,partially_blocked,moderate
P0077,C05,48.62,partially_blocked,minor
P0077,C06,35.17,partially_blocked,moderate
P0077,C07,6.32,partially_blocked,none
P0078,C00,48.08,clear,minor
P0078,C01,19.56,clear,minor
P0078,C02,29.24,partially_blocked,minor
P0078,C03,19.65,partially_blocked,moderate
P0078,C04,22.44,clear,none
P0078,C05,11.99,clear,minor
P0078,C06,3.8,clear,minor
P0078,C07,44.37,partially_blocked,none
P0079,C00,3.61,blocked,extreme
P0079,C01,26.71,blocked,minor
P0079,C02,11.22,partially_blocked,none
P0079,C03,32.87,clear,moderate
P0079,C04,30.67,partially_blocked,moderate
P0079,C05,9.71,clear,minor
P0079,C06,30.79,clear,extreme
P0079,C07,6.85,clear,none
P0080,C00,18.43,partially_blocked,none
P0080,C01,29.22,blocked,minor
P0080,C02,29.28,blocked,none
P0080,C03,35.56,partially_blocked,extreme
P0080,C04,45.52,clear,moderate
P0080,C05,36.7,clear,extreme
P0080,C06,42.52,partially_blocked,significant
P0080,C07,41.03,partially_blocked,moderate
P0081,C00,28.46,clear,moderate
P0081,C01,8.68,partially_blocked,minor
P0081,C02,7.1,blocked,moderate
P0081,C03,4.8,partially_blocked,none
P0081,C04,5.92,clear,moderate
P0081,C05,2.0,clear,minor
P0081,C06,12.34,clear,none
P0081,C07,8.92,partially_blocked,minor
P0082,C00,19.28,clear,minor
P0082,C01,16.59,blocked,extreme
P0082,C02,34.13,blocked,none
P0082,C03,49.93,partially_blocked,minor
P0082,C04,70.01,clear,minor
P0082,C05,22.84,partially_blocked,minor
P0082,C06,29.49,partially_blocked,moderate
P0082,C07,31.81,partially_blocked,minor
P0083,C00,44.29,blocked,moderate
P0083,C01,6.25,clear,minor
P0083,C02,9.64,clear,moderate
P0083,C03,51.54,partially_blocked,moderate
P0083,C04,28.12,partially_blocked,minor
P0083,C05,3.76,blocked,significant
P0083,C06,3.9,clear,none
P0083,C07,32.39,partially_blocked,minor
P0084,C00,27.69,partially_blocked,moderate
P0084,C01,18.19,clear,moderate
P0084,C02,48.79,clear,significant
P0084,C03,4.65,partially_blocked,moderate
P0084,C04,21.33,partially_blocked,moderate
P0084,C05,9.18,blocked,none
P0084,C06,53.26,blocked,none
P0084,C07,51.45,clear,none
P0085,C00,21.32,partially_blocked,none
P0085,C01,5.25,partially_blocked,significant
P0085,C02,54.83,clear,significant
P0085,C03,65.0,partially_blocked,moderate
P0085,C04,13.4,partially_blocked,minor
P0085,C05,5.58,clear,extreme
P0085,C06,47.31,blocked,minor
P0085,C07,24.14,partially_blocked,minor
P0086,C00,62.58,partially_blocked,minor
P0086,C01,35.33,partially_blocked,significant
P0086,C02,31.83,partially_blocked,minor
P0086,C03,41.19,clear,minor
P0086,C04,49.92,partially_blocked,none
P0086,C05,8.94,blocked,none
P0086,C06,9.81,partially_blocked,none
P0086,C07,42.76,blocked,moderate
P0087,C00,38.79,clear,none
P0087,C01,21.5,partially_blocked,minor
P0087,C02,34.75,clear,minor
P0087,C03,35.66,clear,moderate
P0087,C04,17.3,partially_blocked,moderate
P0087,C05,23.81,clear,significant
P0087,C06,54.31,partially_blocked,none
P0087,C07,50.03,partially_blocked,none
P0088,C00,3.5,clear,none
P0088,C01,32.46,clear,minor
P0088,C02,9.76,blocked,moderate
P0088,C03,14.34,blocked,significant
P0088,C04,3.38,clear,significant
P0088,C05,54.06,blocked,minor
P0088,C06,21.87,blocked,significant
P0088,C07,17.27,clear,minor
P0089,C00,16.56,partially_blocked,minor
P0089,C01,25.31,partially_blocked,none
P0089,C02,9.42,partially_blocked,minor
P0089,C03,44.34,partially_blocked,moderate
P0089,C04,21.56,partially_blocked,none
P0089,C05,18.38,clear,minor
P0089,C06,67.34,partially_blocked,extreme
P0089,C07,95.15,partially_blocked,moderate
P0090,C00,24.29,partially_blocked,none
P0090,C01,30.86,clear,minor
P0090,C02,26.19,clear,minor
P0090,C03,48.21,partially_blocked,none
P0090,C04,33.36,blocked,minor
P0090,C05,71.8,clear,none
P0090,C06,34.89,partially_blocked,none
P0090,C07,29.63,clear,none
P0091,C00,21.75,partially_blocked,moderate
P0091,C01,25.04,blocked,minor
P0091,C02,19.08,partially_blocked,minor
P0091,C03,14.94,partially_blocked,none
P0091,C04,25.85,partially_blocked,none
P0091,C05,12.02,clear,moderate
P0091,C06,54.41,partially_blocked,moderate
P0091,C07,15.47,clear,none
P0092,C00,13.46,clear,significant
P0092,C01,26.68,clear,minor
P0092,C02,40.83,partially_blocked,none
P0092,C03,24.6,clear,minor
