person_id,center_id,td,rcs,phs
P0023,C04,61.05,blocked,significant
P0024,C00,14.02,blocked,moderate
P0024,C01,53.34,partially_blocked,none
P0024,C02,26.95,partially_blocked,minor
P0024,C03,32.2,clear,moderate
P0024,C04,17.87,partially_blocked,minor
P0025,C00,65.58,partially_blocked,minor
P0025,C01,25.32,blocked,minor
P0025,C02,8.6,clear,moderate
P0025,C03,2.71,blocked,none
P0025,C04,64.13,clear,extreme
P0026,C00,40.57,partially_blocked,moderate
P0026,C01,26.7,blocked,none
P0026,C02,52.88,clear,moderate
P0026,C03,34.81,partially_blocked,significant
P0026,C04,20.13,clear,minor
P0027,C00,5.96,blocked,minor
P0027,C01,27.15,partially_blocked,minor
P0027,C02,21.25,partially_blocked,minor
P0027,C03,60.57,partially_blocked,extreme
P0027,C04,21.54,clear,none
P0028,C00,12.15,partially_blocked,minor
P0028,C01,41.25,clear,moderate
P0028,C02,49.9,clear,significant
P0028,C03,17.75,clear,moderate
P0028,C04,13.54,clear,moderate
P0029,C00,9.61,partially_blocked,moderate
P0029,C01,52.73,clear,minor
P0029,C02,48.13,partially_blocked,moderate
P0029,C03,61.73,partially_blocked,moderate
P0029,C04,5.41,blocked,minor
P0030,C00,38.69,clear,moderate
P0030,C01,7.06,partially_blocked,none
P0030,C02,11.9,clear,minor
P0030,C03,8.89,partially_blocked,minor
P0030,C04,60.0,clear,extreme
P0031,C00,29.05,clear,minor
P0031,C01,5.36,partially_blocked,minor
P0031,C02,30.56,clear,minor
P0031,C03,35.1,blocked,significant
P0031,C04,36.51,partially_blocked,minor
P0032,C00,53.92,partially_blocked,none
P0032,C01,33.51,partially_blocked,minor
P0032,C02,21.08,partially_blocked,moderate
P0032,C03,13.91,partially_blocked,minor
P0032,C04,30.15,clear,minor
P0033,C00,28.95,partially_blocked,significant
P0033,C01,26.23,partially_blocked,none
P0033,C02,47.37,clear,extreme
P0033,C03,21.61,clear,extreme
P0033,C04,21.39,partially_blocked,minor
P0034,C00,54.71,clear,significant
P0034,C01,16.35,partially_blocked,minor
P0034,C02,36.07,partially_blocked,moderate
P0034,C03,26.51,clear,none
P0034,C04,17.73,clear,none
P0035,C00,25.59,partially_blocked,minor
P0035,C01,17.59,clear,extreme
P0035,C02,19.34,blocked,significant
P0035,C03,49.37,partially_blocked,moderate
P0035,C04,30.93,clear,significant
P0036,C00,11.35,blocked,moderate
P0036,C01,52.45,clear,none
P0036,C02,33.21,partially_blocked,minor
P0036,C03,6.77,partially_blocked,significant
P0036,C04,12.03,partially_blocked,none
P0037,C00,28.88,partially_blocked,minor
P0037,C01,37.67,clear,minor
P0037,C02,17.05,clear,none
P0037,C03,16.69,blocked,none
P0037,C04,29.62,blocked,none
P0038,C00,27.33,clear,none
P0038,C01,32.86,clear,none
P0038,C02,13.86,clear,none
P0038,C03,73.48,clear,minor
P0038,C04,35.77,blocked,minor
P0039,C00,11.36,blocked,moderate
P0039,C01,51.43,partially_blocked,none
P0039,C02,11.04,blocked,minor
P0039,C03,27.15,clear,none
P0039,C04,10.72,partially_blocked,minor
P0040,C00,21.53,clear,none
P0040,C01,7.38,partially_blocked,minor
P0040,C02,5.15,blocked,minor
P0040,C03,13.36,clear,minor
P0040,C04,14.28,partially_blocked,none
P0041,C00,34.41,blocked,moderate
P0041,C01,22.68,clear,minor
P0041,C02,60.19,clear,moderate
P0041,C03,21.93,partially_blocked,minor
P0041,C04,9.74,clear,minor
P0042,C00,27.75,partially_blocked,minor
P0042,C01,64.22,partially_blocked,minor
P0042,C02,4.96,clear,moderate
P0042,C03,25.32,partially_blocked,extreme
P0042,C04,32.64,blocked,minor
P0043,C00,33.78,partially_blocked,none
P0043,C01,8.08,partially_blocked,minor
P0043,C02,22.45,partially_blocked,extreme
P0043,C03,6.73,clear,moderate
P0043,C04,21.28,partially_blocked,none
P0044,C00,6.99,clear,minor
P0044,C01,53.74,partially_blocked,moderate
P0044,C02,3.45,partially_blocked,none
P0044,C03,57.87,blocked,none
P0044,C04,5.84,clear,none
P0045,C00,12.74,clear,moderate
P0045,C01,7.2,clear,none
P0045,C02,7.58,clear,minor
P0045,C03,17.64,partially_blocked,moderate
P0045,C04,19.57,clear,none
P0046,C00,8.26,partially_blocked,none
P0046,C01,33.91,clear,minor
P0046,C02,22.24,blocked,minor
P0046,C03,15.3,partially_blocked,minor
P0046,C04,67.9,partially_blocked,minor
P0047,C00,23.15,clear,minor
P0047,C01,62.18,clear,moderate
P0047,C02,17.86,clear,minor
P0047,C03,6.98,partially_blocked,minor
P0047,C04,68.25,blocked,moderate
P0048,C00,33.36,partially_blocked,none
P0048,C01,7.68,clear,moderate
P0048,C02,3.39,blocked,minor
P0048,C03,14.23,blocked,extreme
P0048,C04,4.84,clear,none
P0049,C00,14.59,blocked,moderate
P0049,C01,31.47,partially_blocked,minor
P0049,C02,81.28,blocked,moderate
P0049,C03,4.04,clear,none
P0049,C04,44.79,clear,moderate
P0050,C00,40.68,blocked,significant
P0050,C01,11.66,clear,moderate
P0050,C02,66.53,clear,moderate
P0050,C03,33.73,clear,minor
P0050,C04,11.66,clear,minor
P0051,C00,8.67,clear,none
P0051,C01,44.73,blocked,extreme
P0051,C02,17.46,clear,moderate
P0051,C03,20.73,partially_blocked,minor
P0051,C04,2.85,clear,minor
P0052,C00,51.71,partially_blocked,significant
P0052,C01,14.26,clear,minor
P0052,C02,41.65,blocked,moderate
P0052,C03,24.79,partially_blocked,minor
P0052,C04,15.5,clear,extreme
P0053,C00,30.72,clear,none
P0053,C01,10.55,clear,minor
P0053,C02,10.35,clear,moderate
P0053,C03,5.26,clear,moderate
P0053,C04,24.74,partially_blocked,moderate
P0054,C00,24.82,blocked,none
P0054,C01,40.68,clear,minor
P0054,C02,21.34,partially_blocked,moderate
P0054,C03,13.55,clear,significant
P0054,C04,37.25,clear,none
P0055,C00,40.25,clear,minor
P0055,C01,24.48,clear,extreme
P0055,C02,10.91,partially_blocked,none
P0055,C03,10.68,blocked,minor
P0055,C04,22.73,clear,none
P0056,C00,49.49,partially_blocked,extreme
P0056,C01,10.92,clear,minor
P0056,C02,55.88,clear,minor
P0056,C03,17.82,partially_blocked,minor
P0056,C04,11.09,clear,minor
P0057,C00,64.05,partially_blocked,significant
P0057,C01,20.16,partially_blocked,none
P0057,C02,23.93,clear,moderate
P0057,C03,57.18,clear,significant
P0057,C04,39.58,partially_blocked,minor
P0058,C00,10.14,clear,minor
P0058,C01,2.0,partially_blocked,none
P0058,C02,7.65,partially_blocked,moderate
P0058,C03,18.51,clear,none
P0058,C04,27.32,partially_blocked,significant
P0059,C00,35.32,clear,minor
P0059,C01,22.8,clear,moderate
P0059,C02,43.48,clear,minor
P0059,C03,38.78,clear,minor
P0059,C04,49.1,clear,extreme
P0060,C00,31.56,clear,moderate
P0060,C01,10.11,partially_blocked,moderate
P0060,C02,28.95,partially_blocked,minor
P0060,C03,33.08,partially_blocked,minor
P0060,C04,17.68,clear,significant
P0061,C00,33.81,clear,minor
P0061,C01,52.32,clear,moderate
P0061,C02,32.35,partially_blocked,significant
P0061,C03,2.0,partially_blocked,minor
P0061,C04,26.53,blocked,moderate
P0062,C00,5.16,partially_blocked,none
P0062,C01,24.65,clear,significant
P0062,C02,16.79,partially_blocked,minor
P0062,C03,61.58,clear,minor
P0062,C04,16.82,clear,moderate
P0063,C00,28.51,partially_blocked,minor
P0063,C01,66.04,blocked,minor
P0063,C02,58.62,partially_blocked,none
P0063,C03,16.31,clear,moderate
P0063,C04,64.82,partially_blocked,extreme
P0064,C00,46.29,clear,minor
P0064,C01,44.68,clear,moderate
P0064,C02,5.25,partially_blocked,none
P0064,C03,2.0,partially_blocked,significant
P0064,C04,24.13,clear,significant
P0065,C00,2.17,partially_blocked,none
P0065,C01,58.86,clear,none
P0065,C02,27.55,partially_blocked,moderate
P0065,C03,30.98,clear,minor
P0065,C04,13.7,clear,minor
P0066,C00,44.49,partially_blocked,significant
P0066,C01,9.81,clear,significant
P0066,C02,11.22,partially_blocked,minor
P0066,C03,26.04,partially_blocked,moderate
P0066,C04,47.57,partially_blocked,moderate
P0067,C00,5.58,partially_blocked,minor
P0067,C01,2.0,clear,minor
P0067,C02,62.21,clear,significant
P0067,C03,42.51,blocked,minor
P0067,C04,29.04,clear,minor
P0068,C00,31.76,blocked,minor
P0068,C01,22.85,partially_blocked,minor
P0068,C02,21.83,clear,moderate
P0068,C03,39.94,clear,significant
P0068,C04,27.15,clear,none
P0069,C00,8.69,partially_blocked,significant
P0069,C01,22.98,partially_blocked,significant
P0069,C02,10.35,partially_blocked,minor
P0069,C03,16.99,partially_blocked,minor
P0069,C04,11.57,blocked,minor
P0070,C00,9.17,clear,minor
P0070,C01,12.62,clear,minor
P0070,C02,38.78,clear,none
P0070,C03,67.29,blocked,minor
P0070,C04,3.28,clear,moderate
P0071,C00,7.89,clear,minor
P0071,C01,26.45,blocked,none
P0071,C02,15.82,clear,moderate
P0071,C03,18.73,clear,moderate
P0071,C04,29.39,partially_blocked,minor
P0072,C00,46.26,blocked,none
P0072,C01,5.63,partially_blocked,moderate
P0072,C02,27.44,partially_blocked,extreme
P0072,C03,38.42,partially_blocked,moderate
P0072,C04,7.84,partially_blocked,significant
P0073,C00,31.86,clear,none
P0073,C01,18.5,partially_blocked,minor
P0073,C02,32.31,blocked,moderate
P0073,C03,61.89,clear,none
P0073,C04,34.28,partially_blocked,minor
P0074,C00,37.05,partially_blocked,minor
P0074,C01,12.3,partially_blocked,moderate
P0074,C02,77.09,partially_blocked,minor
P0074,C03,20.96,clear,none
P0074,C04,34.08,partially_blocked,none
P0075,C00,25.77,clear,significant
P0075,C01,9.04,clear,minor
P0075,C02,27.12,clear,minor
P0075,C03,15.82,clear,none
P0075,C04,36.04,clear,minor
P0076,C00,12.33,clear,minor
P0076,C01,59.8,partially_blocked,none
P0076,C02,15.24,blocked,moderate
P0076,C03,8.21,partially_blocked,moderate
P0076,C04,10.72,blocked,moderate
P0077,C00,31.52,blocked,none
P0077,C01,37.97,clear,none
P0077,C02,54.43,partially_blocked,significant
P0077,C03,6.62,clear,minor
P0077,C04,63.74,partially_blocked,none
P0078,C00,70.66,clear,extreme
P0078,C01,24.25,blocked,minor
P0078,C02,30.21,blocked,none
P0078,C03,13.36,clear,none
P0078,C04,30.79,blocked,moderate
P0079,C00,50.39,partially_blocked,minor
P0079,C01,20.05,clear,none
P0079,C02,8.85,clear,moderate
P0079,C03,60.48,partially_blocked,none
P0079,C04,39.02,clear,none
P0080,C00,4.92,blocked,extreme
P0080,C01,7.33,clear,none
P0080,C02,12.56,partially_blocked,none
P0080,C03,22.28,partially_blocked,minor
P0080,C04,40.08,partially_blocked,none
P0081,C00,2.8,partially_blocked,moderate
P0081,C01,3.48,clear,none
P0081,C02,33.32,clear,significant
P0081,C03,21.9,clear,minor
P0081,C04,25.05,partially_blocked,none
P0082,C00,7.18,partially_blocked,none
P0082,C01,34.41,clear,none
P0082,C02,7.93,partially_blocked,none
P0082,C03,12.33,partially_blocked,minor
P0082,C04,8.25,blocked,minor
P0083,C00,63.85,partially_blocked,minor
P0083,C01,4.58,partially_blocked,significant
P0083,C02,24.19,partially_blocked,minor
P0083,C03,45.71,clear,moderate
P0083,C04,12.69,partially_blocked,moderate
P0084,C00,23.73,blocked,moderate
P0084,C01,4.14,partially_blocked,moderate
P0084,C02,15.18,clear,minor
P0084,C03,6.35,clear,moderate
P0084,C04,30.46,clear,minor
P0085,C00,50.81,blocked,none
P0085,C01,21.54,clear,minor
P0085,C02,34.74,clear,extreme
P0085,C03,61.69,clear,none
P0085,C04,26.6,clear,minor
P0086,C00,18.97,clear,minor
P0086,C01,17.77,clear,moderate
P0086,C02,67.39,partially_blocked,minor
P0086,C03,3.78,partially_blocked,minor
P0086,C04,14.95,partially_blocked,extreme
P0087,C00,14.6,clear,none
P0087,C01,47.7,clear,none
P0087,C02,27.47,clear,minor
P0087,C03,25.64,blocked,moderate
P0087,C04,62.53,partially_blocked,moderate
P0088,C00,72.74,partially_blocked,minor
P0088,C01,24.78,partially_blocked,extreme
P0088,C02,69.14,clear,minor
P0088,C03,27.78,partially_blocked,moderate
P0088,C04,6.17,blocked,moderate
P0089,C00,31.93,partially_blocked,moderate
P0089,C01,56.61,clear,minor
P0089,C02,30.0,partially_blocked,minor
P0089,C03,59.96,blocked,minor
P0089,C04,54.61,clear,moderate
P0090,C00,23.12,clear,moderate
P0090,C01,5.51,partially_blocked,moderate
P0090,C02,26.69,partially_blocked,minor
P0090,C03,14.37,partially_blocked,none
P0090,C04,4.63,partially_blocked,none
P0091,C00,2.0,partially_blocked,none
P0091,C01,31.63,clear,significant
P0091,C02,39.73,clear,none
P0091,C03,37.84,clear,moderate
P0091,C04,12.45,partially_blocked,moderate
P0092,C00,21.36,clear,extreme
P0092,C01,27.53,clear,none
P0092,C02,55.41,clear,none
P0092,C03,31.4,blocked,moderate
P0092,C04,51.58,clear,significant
P0093,C00,42.39,partially_blocked,significant
P0093,C01,38.96,clear,moderate
P0093,C02,14.98,clear,minor
P0093,C03,10.13,partially_blocked,minor
P0093,C04,28.43,partially_blocked,moderate
P0094,C00,8.63,blocked,moderate
P0094,C01,24.42,clear,none
P0094,C02,38.66,clear,minor
P0094,C03,62.65,partially_blocked,significant
P0094,C04,16.54,partially_blocked,moderate
P0095,C00,23.77,clear,none
P0095,C01,36.91,clear,moderate
P0095,C02,2.7,partially_blocked,minor
P0095,C03,25.58,partially_blocked,none
P0095,C04,24.48,clear,minor
P0096,C00,29.1,blocked,minor
P0096,C01,8.36,clear,moderate
P0096,C02,72.39,blocked,moderate
P0096,C03,13.39,clear,moderate
P0096,C04,26.1,partially_blocked,significant
P0097,C00,37.29,blocked,none
P0097,C01,11.2,partially_blocked,significant
P0097,C02,6.75,clear,moderate
P0097,C03,44.69,partially_blocked,significant
P0097,C04,65.92,clear,none
P0098,C00,48.8,clear,significant
P0098,C01,28.55,clear,minor
P0098,C02,42.37,clear,none
P0098,C03,62.85,clear,moderate
P0098,C04,51.77,clear,minor
P0099,C00,28.94,partially_blocked,none
P0099,C01,22.15,clear,moderate
P0099,C02,55.33,clear,none
P0099,C03,41.39,partially_blocked,none
P0099,C04,26.96,clear,minor
P0100,C00,60.98,clear,none
P0100,C01,27.31,blocked,significant
P0100,C02,64.74,clear,moderate
P0100,C03,29.76,clear,extreme
P0100,C04,22.16,partially_blocked,moderate
P0101,C00,8.3,partially_blocked,none
P0101,C01,19.39,blocked,significant
P0101,C02,9.22,partially_blocked,none
P0101,C03,72.94,partially_blocked,none
P0101,C04,9.86,partially_blocked,minor
P0102,C00,6.48,clear,moderate
P0102,C01,14.59,partially_blocked,significant
P0102,C02,21.9,partially_blocked,moderate
P0102,C03,3.52,clear,moderate
P0102,C04,44.62,blocked,significant
P0103,C00,9.47,partially_blocked,moderate
P0103,C01,4.22,partially_blocked,none
P0103,C02,55.63,clear,none
P0103,C03,24.09,partially_blocked,none
P0103,C04,8.08,clear,none
P0104,C00,7.5,clear,moderate
P0104,C01,9.93,clear,minor
P0104,C02,76.88,partially_blocked,minor
P0104,C03,22.41,clear,minor
P0104,C04,10.47,clear,minor
P0105,C00,42.58,clear,moderate
P0105,C01,7.38,blocked,moderate
P0105,C02,19.43,blocked,minor
P0105,C03,54.21,partially_blocked,significant
P0105,C04,12.76,clear,moderate
P0106,C00,9.21,partially_blocked,minor
P0106,C01,13.28,partially_blocked,none
P0106,C02,14.94,partially_blocked,minor
P0106,C03,25.41,blocked,minor
P0106,C04,27.27,partially_blocked,moderate
P0107,C00,30.63,blocked,extreme
P0107,C01,26.13,clear,none
P0107,C02,14.74,partially_blocked,none
P0107,C03,40.94,clear,moderate
P0107,C04,59.25,partially_blocked,moderate
P0108,C00,13.95,blocked,significant
P0108,C01,20.44,clear,moderate
P0108,C02,37.76,clear,none
P0108,C03,41.07,clear,moderate
P0108,C04,9.05,partially_blocked,none
P0109,C00,65.22,blocked,minor
P0109,C01,61.49,clear,none
P0109,C02,3.54,partially_blocked,minor
P0109,C03,15.83,partially_blocked,moderate
P0109,C04,35.7,clear,moderate
P0110,C00,8.14,partially_blocked,moderate
P0110,C01,20.21,partially_blocked,minor
P0110,C02,21.54,partially_blocked,minor
P0110,C03,3.67,clear,moderate
P0110,C04,14.03,partially_blocked,none
P0111,C00,66.98,clear,none
P0111,C01,6.56,clear,moderate
P0111,C02,21.76,clear,moderate
P0111,C03,4.39,partially_blocked,moderate
P0111,C04,23.79,blocked,none
P0112,C00,5.09,clear,minor
P0112,C01,46.85,blocked,moderate
P0112,C02,2.0,clear,none
P0112,C03,15.28,partially_blocked,extreme
P0112,C04,57.35,clear,extreme
P0113,C00,15.13,clear,minor
P0113,C01,17.99,partially_blocked,none
P0113,C02,14.48,clear,significant
P0113,C03,80.85,partially_blocked,minor
P0113,C04,44.88,blocked,extreme
P0114,C00,19.63,blocked,minor
P0114,C01,50.9,clear,moderate
P0114,C02,32.01,clear,minor
P0114,C03,20.05,partially_blocked,none
P0114,C04,12.73,partially_blocked,minor
P0115,C00,47.06,partially_blocked,minor
P0115,C01,65.94,clear,minor
P0115,C02,48.64,partially_blocked,minor
P0115,C03,3.92,partially_blocked,none
P0115,C04,29.18,clear,minor
P0116,C00,21.62,clear,moderate
P0116,C01,13.1,clear,moderate
P0116,C02,44.27,partially_blocked,moderate
P0116,C03,5.71,blocked,significant
P0116,C04,10.4,clear,none
P0117,C00,55.03,clear,minor
P0117,C01,19.56,partially_blocked,extreme
P0117,C02,41.58,blocked,significant
P0117,C03,15.53,partially_blocked,none
P0117,C04,16.03,clear,minor
P0118,C00,32.16,partially_blocked,minor
P0118,C01,12.81,partially_blocked,minor
P0118,C02,5.12,partially_blocked,none
P0118,C03,55.5,blocked,minor
P0118,C04,24.61,partially_blocked,none
P0119,C00,48.17,clear,none
P0119,C01,27.06,clear,significant
P0119,C02,7.16,partially_blocked,none
P0119,C03,15.11,blocked,none
P0119,C04,20.76,clear,none
P0120,C00,20.84,clear,minor
P0120,C01,68.72,clear,moderate
P0120,C02,32.97,blocked,moderate
P0120,C03,56.27,blocked,none
P0120,C04,15.7,clear,minor
P0121,C00,53.64,clear,none
P0121,C01,5.02,partially_blocked,minor
P0121,C02,24.77,clear,minor
P0121,C03,2.72,clear,none
P0121,C04,69.09,clear,none
P0122,C00,64.18,partially_blocked,moderate
P0122,C01,44.42,blocked,moderate
P0122,C02,14.02,partially_blocked,minor
P0122,C03,71.94,partially_blocked,minor
P0122,C04,9.19,blocked,extreme
P0123,C00,9.85,partially_blocked,moderate
P0123,C01,42.61,partially_blocked,moderate
P0123,C02,23.83,clear,minor
P0123,C03,45.22,clear,minor
P0123,C04,33.74,clear,minor
P0124,C00,49.58,partially_blocked,moderate
P0124,C01,9.78,blocked,none
P0124,C02,16.18,clear,minor
P0124,C03,33.26,clear,minor
P0124,C04,50.1,partially_blocked,minor
P0125,C00,17.14,clear,extreme
P0125,C01,63.29,blocked,none
P0125,C02,20.84,blocked,moderate
P0125,C03,31.34,blocked,moderate
P0125,C04,37.85,partially_blocked,minor
P0126,C00,39.31,clear,extreme
P0126,C01,3.67,clear,minor
P0126,C02,23.93,clear,none
P0126,C03,61.11,clear,minor
P0126,C04,27.26,clear,moderate
P0127,C00,9.11,clear,minor
P0127,C01,21.4,partially_blocked,moderate
P0127,C02,30.95,blocked,significant
P0127,C03,17.17,clear,significant
P0127,C04,54.05,clear,none
P0128,C00,14.5,blocked,moderate
P0128,C01,9.87,partially_blocked,none
P0128,C02,13.72,blocked,extreme
P0128,C03,25.94,clear,significant
P0128,C04,19.78,partially_blocked,none
P0129,C00,44.08,partially_blocked,significant
P0129,C01,43.88,clear,moderate
P0129,C02,31.0,clear,minor
P0129,C03,33.34,blocked,significant
P0129,C04,37.41,clear,moderate
P0130,C00,18.7,clear,moderate
P0130,C01,9.69,partially_blocked,none
P0130,C02,39.14,blocked,significant
P0130,C03,22.6,clear,minor
P0130,C04,44.87,partially_blocked,none
P0131,C00,12.66,partially_blocked,minor
P0131,C01,24.43,clear,none
P0131,C02,17.39,blocked,minor
P0131,C03,35.03,partially_blocked,minor
P0131,C04,13.0,blocked,moderate
P0132,C00,17.75,clear,significant
P0132,C01,40.64,clear,minor
P0132,C02,32.07,clear,minor
P0132,C03,48.06,partially_blocked,none
P0132,C04,27.73,partially_blocked,moderate
P0133,C00,19.98,clear,moderate
P0133,C01,31.61,partially_blocked,none
P0133,C02,14.26,clear,moderate
P0133,C03,12.8,clear,significant
P0133,C04,30.76,partially_blocked,significant
P0134,C00,8.04,clear,none
P0134,C01,33.48,partially_blocked,none
P0134,C02,2.0,partially_blocked,moderate
P0134,C03,47.93,blocked,none
P0134,C04,40.44,clear,none
P0135,C00,6.02,clear,minor
P0135,C01,32.63,partially_blocked,none
P0135,C02,19.38,clear,minor
P0135,C03,12.91,blocked,extreme
P0135,C04,45.51,partially_blocked,moderate
P0136,C00,25.78,clear,extreme
P0136,C01,27.06,clear,none
P0136,C02,13.33,blocked,moderate
P0136,C03,27.69,clear,significant
P0136,C04,31.56,partially_blocked,none
P0137,C00,18.46,clear,none
P0137,C01,11.23,partially_blocked,none
P0137,C02,43.4,clear,extreme
P0137,C03,38.36,partially_blocked,significant
P0137,C04,27.29,partially_blocked,moderate
P0138,C00,41.27,clear,none
P0138,C01,28.64,clear,minor
P0138,C02,39.92,blocked,none
P0138,C03,10.53,blocked,minor
P0138,C04,15.68,clear,minor
P0139,C00,38.14,partially_blocked,minor
P0139,C01,57.53,partially_blocked,significant
P0139,C02,10.73,clear,none
P0139,C03,41.24,clear,none
P0139,C04,47.08,partially_blocked,none
P0140,C00,47.8,partially_blocked,moderate
P0140,C01,40.37,partially_blocked,none
P0140,C02,32.91,clear,moderate
P0140,C03,6.54,clear,minor
P0140,C04,48.64,blocked,none
P0141,C00,26.38,clear,moderate
P0141,C01,18.89,clear,minor
P0141,C02,23.83,clear,moderate
P0141,C03,38.1,clear,none
P0141,C04,28.72,partially_blocked,extreme
P0142,C00,69.63,clear,none
P0142,C01,16.79,blocked,moderate
P0142,C02,26.22,blocked,none
P0142,C03,57.16,clear,none
P0142,C04,35.76,clear,minor
P0143,C00,37.29,clear,extreme
P0143,C01,35.75,clear,none
P0143,C02,30.42,clear,none
P0143,C03,22.41,partially_blocked,none
P0143,C04,33.97,partially_blocked,none
P0144,C00,42.55,partially_blocked,minor
P0144,C01,14.72,clear,none
P0144,C02,12.39,partially_blocked,moderate
P0144,C03,10.2,clear,none
P0144,C04,21.44,partially_blocked,minor
P0145,C00,19.12,blocked,extreme
P0145,C01,10.99,blocked,minor
P0145,C02,45.37,clear,none
P0145,C03,19.03,partially_blocked,none
P0145,C04,37.01,clear,significant
P0146,C00,12.95,partially_blocked,minor
P0146,C01,20.63,clear,significant
P0146,C02,27.06,clear,none
P0146,C03,23.39,clear,moderate
P0146,C04,2.0,clear,extreme
P0147,C00,34.29,partially_blocked,minor
P0147,C01,4.01,partially_blocked,none
P0147,C02,8.29,partially_blocked,none
P0147,C03,23.87,clear,none
P0147,C04,14.44,clear,minor
P0148,C00,56.98,partially_blocked,none
P0148,C01,10.0,blocked,none
P0148,C02,9.58,clear,minor
P0148,C03,4.15,clear,significant
P0148,C04,32.88,blocked,none
P0149,C00,17.34,clear,none
