person_id,center_id,td,rcs,phs
P0021,C01,15.38,clear,significant
P0021,C02,10.25,clear,significant
P0021,C03,23.5,clear,none
P0021,C04,34.66,clear,significant
P0021,C05,26.97,clear,none
P0021,C06,28.94,blocked,moderate
P0021,C07,28.89,clear,significant
P0021,C08,15.86,blocked,moderate
P0021,C09,19.33,partially_blocked,moderate
P0022,C00,17.0,partially_blocked,minor
P0022,C01,67.82,partially_blocked,none
P0022,C02,6.47,clear,none
P0022,C03,22.61,partially_blocked,moderate
P0022,C04,51.27,blocked,none
P0022,C05,25.09,blocked,none
P0022,C06,33.86,clear,significant
P0022,C07,20.53,partially_blocked,extreme
P0022,C08,13.44,clear,moderate
P0022,C09,33.44,partially_blocked,moderate
P0023,C00,12.87,clear,none
P0023,C01,3.5,clear,minor
P0023,C02,15.05,blocked,moderate
P0023,C03,8.52,clear,none
P0023,C04,43.51,clear,minor
P0023,C05,31.85,clear,extreme
P0023,C06,15.89,partially_blocked,moderate
P0023,C07,21.88,partially_blocked,moderate
P0023,C08,15.97,clear,none
P0023,C09,31.37,blocked,none
P0024,C00,68.04,clear,significant
P0024,C01,19.86,blocked,none
P0024,C02,88.41,clear,minor
P0024,C03,14.46,blocked,minor
P0024,C04,42.51,partially_blocked,moderate
P0024,C05,38.1,partially_blocked,significant
P0024,C06,14.97,partially_blocked,none
P0024,C07,19.68,clear,none
P0024,C08,11.59,clear,significant
P0024,C09,34.42,clear,none
P0025,C00,24.36,partially_blocked,none
P0025,C01,18.23,clear,minor
P0025,C02,4.53,clear,moderate
P0025,C03,18.64,clear,minor
P0025,C04,20.82,clear,minor
P0025,C05,25.33,partially_blocked,none
P0025,C06,23.12,clear,moderate
P0025,C07,2.74,partially_blocked,extreme
P0025,C08,32.04,clear,minor
P0025,C09,19.45,partially_blocked,none
P0026,C00,22.06,clear,none
P0026,C01,70.18,partially_blocked,moderate
P0026,C02,4.96,blocked,none
P0026,C03,11.79,partially_blocked,none
P0026,C04,5.45,blocked,minor
P0026,C05,2.32,clear,extreme
P0026,C06,35.37,clear,none
P0026,C07,8.9,partially_blocked,minor
P0026,C08,25.91,partially_blocked,moderate
P0026,C09,18.46,clear,significant
P0027,C00,15.16,clear,none
P0027,C01,19.39,clear,none
P0027,C02,62.56,partially_blocked,minor
P0027,C03,18.06,partially_blocked,none
P0027,C04,25.31,partially_blocked,minor
P0027,C05,40.3,clear,minor
P0027,C06,31.72,partially_blocked,significant
P0027,C07,16.1,partially_blocked,moderate
P0027,C08,20.42,clear,minor
P0027,C09,24.29,blocked,none
P0028,C00,31.7,partially_blocked,extreme
P0028,C01,13.57,blocked,moderate
P0028,C02,35.6,partially_blocked,minor
P0028,C03,59.56,partially_blocked,moderate
P0028,C04,11.07,clear,minor
P0028,C05,18.93,blocked,none
P0028,C06,44.5,partially_blocked,moderate
P0028,C07,22.7,clear,moderate
P0028,C08,31.66,blocked,none
P0028,C09,13.42,partially_blocked,minor
P0029,C00,25.42,clear,significant
P0029,C01,2.0,clear,minor
P0029,C02,2.85,clear,none
P0029,C03,21.47,partially_blocked,minor
P0029,C04,21.88,partially_blocked,minor
P0029,C05,10.74,clear,minor
P0029,C06,21.26,clear,moderate
P0029,C07,11.91,blocked,extreme
P0029,C08,19.98,clear,minor
P0029,C09,30.67,partially_blocked,none
P0030,C00,17.89,partially_blocked,moderate
P0030,C01,28.32,blocked,minor
P0030,C02,38.76,clear,none
P0030,C03,86.27,blocked,minor
P0030,C04,4.88,partially_blocked,none
P0030,C05,33.07,partially_blocked,significant
P0030,C06,64.84,clear,moderate
P0030,C07,20.16,partially_blocked,moderate
P0030,C08,25.68,clear,significant
P0030,C09,15.92,partially_blocked,significant
P0031,C00,6.69,blocked,moderate
P0031,C01,53.71,clear,none
P0031,C02,32.16,partially_blocked,moderate
P0031,C03,44.52,blocked,minor
P0031,C04,19.36,blocked,minor
P0031,C05,5.23,blocked,minor
P0031,C06,27.44,blocked,significant
P0031,C07,24.26,partially_blocked,minor
P0031,C08,32.39,partially_blocked,moderate
P0031,C09,17.8,clear,moderate
P0032,C00,48.88,partially_blocked,minor
P0032,C01,12.27,clear,minor
P0032,C02,34.76,clear,moderate
P0032,C03,63.82,partially_blocked,minor
P0032,C04,9.42,partially_blocked,extreme
P0032,C05,40.37,clear,extreme
P0032,C06,9.08,partially_blocked,minor
P0032,C07,2.0,partially_blocked,minor
P0032,C08,51.14,clear,significant
P0032,C09,10.34,clear,minor
P0033,C00,37.15,partially_blocked,none
P0033,C01,28.21,clear,none
P0033,C02,16.34,clear,significant
P0033,C03,40.59,partially_blocked,none
P0033,C04,31.06,partially_blocked,moderate
P0033,C05,58.64,clear,none
P0033,C06,6.2,clear,minor
P0033,C07,38.8,blocked,minor
P0033,C08,5.22,clear,minor
P0033,C09,10.43,clear,none
P0034,C00,25.94,clear,none
P0034,C01,45.74,partially_blocked,minor
P0034,C02,19.0,partially_blocked,significant
P0034,C03,25.63,blocked,minor
P0034,C04,2.0,partially_blocked,moderate
P0034,C05,33.94,partially_blocked,none
P0034,C06,3.04,partially_blocked,extreme
P0034,C07,2.0,partially_blocked,significant
P0034,C08,47.31,clear,none
P0034,C09,30.62,clear,minor
P0035,C00,54.35,clear,minor
P0035,C01,62.54,blocked,extreme
P0035,C02,21.47,partially_blocked,none
P0035,C03,50.02,clear,moderate
P0035,C04,26.35,clear,none
P0035,C05,27.64,clear,extreme
P0035,C06,42.3,clear,significant
P0035,C07,25.68,clear,none
P0035,C08,30.87,clear,minor
P0035,C09,38.08,partially_blocked,minor
P0036,C00,24.53,clear,minor
P0036,C01,26.2,blocked,none
P0036,C02,15.82,clear,minor
P0036,C03,20.57,partially_blocked,none
P0036,C04,67.09,clear,moderate
P0036,C05,11.15,partially_blocked,minor
P0036,C06,6.15,clear,none
P0036,C07,42.37,clear,minor
P0036,C08,5.3,clear,significant
P0036,C09,24.19,partially_blocked,extreme
P0037,C00,12.4,clear,minor
P0037,C01,45.18,clear,minor
P0037,C02,44.84,partially_blocked,none
P0037,C03,16.19,partially_blocked,moderate
P0037,C04,69.02,clear,minor
P0037,C05,22.49,clear,significant
P0037,C06,29.75,clear,none
P0037,C07,30.33,clear,minor
P0037,C08,3.83,partially_blocked,moderate
P0037,C09,29.68,partially_blocked,none
P0038,C00,34.16,partially_blocked,moderate
P0038,C01,59.64,partially_blocked,minor
P0038,C02,54.69,clear,none
P0038,C03,35.23,partially_blocked,minor
P0038,C04,18.89,partially_blocked,significant
P0038,C05,13.85,partially_blocked,minor
P0038,C06,9.42,blocked,minor
P0038,C07,6.15,clear,moderate
P0038,C08,51.89,blocked,none
P0038,C09,33.04,partially_blocked,none
P0039,C00,45.25,clear,minor
P0039,C01,20.15,partially_blocked,moderate
P0039,C02,56.03,partially_blocked,none
P0039,C03,30.85,partially_blocked,extreme
P0039,C04,21.53,blocked,none
P0039,C05,31.27,clear,minor
P0039,C06,28.91,partially_blocked,moderate
P0039,C07,27.63,partially_blocked,minor
P0039,C08,63.52,partially_blocked,moderate
P0039,C09,36.85,partially_blocked,none
P0040,C00,40.37,partially_blocked,none
P0040,C01,16.58,clear,minor
P0040,C02,32.5,clear,minor
P0040,C03,7.6,partially_blocked,significant
P0040,C04,38.4,partially_blocked,none
P0040,C05,39.64,partially_blocked,significant
P0040,C06,24.84,clear,minor
P0040,C07,12.87,blocked,none
P0040,C08,39.1,clear,minor
P0040,C09,48.25,partially_blocked,moderate
P0041,C00,74.74,clear,none
P0041,C01,15.25,blocked,none
P0041,C02,12.99,partially_blocked,minor
P0041,C03,69.15,clear,none
P0041,C04,9.58,partially_blocked,moderate
P0041,C05,6.17,clear,none
P0041,C06,44.33,clear,none
P0041,C07,13.57,clear,moderate
P0041,C08,15.83,clear,none
P0041,C09,57.09,partially_blocked,none
P0042,C00,26.51,clear,moderate
P0042,C01,13.1,clear,minor
P0042,C02,65.69,blocked,moderate
P0042,C03,38.92,clear,minor
P0042,C04,35.42,partially_blocked,moderate
P0042,C05,3.96,clear,minor
P0042,C06,14.47,partially_blocked,minor
P0042,C07,38.86,partially_blocked,extreme
P0042,C08,34.46,partially_blocked,none
P0042,C09,22.84,clear,none
P0043,C00,51.98,clear,moderate
P0043,C01,18.56,partially_blocked,none
P0043,C02,2.0,partially_blocked,moderate
P0043,C03,6.57,partially_blocked,none
P0043,C04,22.47,clear,none
P0043,C05,34.11,blocked,moderate
P0043,C06,32.03,clear,moderate
P0043,C07,16.49,partially_blocked,minor
P0043,C08,19.52,partially_blocked,moderate
P0043,C09,4.68,clear,minor
P0044,C00,32.35,clear,none
P0044,C01,2.78,blocked,extreme
P0044,C02,17.16,partially_blocked,minor
P0044,C03,11.57,clear,minor
P0044,C04,21.5,clear,none
P0044,C05,25.13,clear,none
P0044,C06,19.87,clear,minor
P0044,C07,4.44,clear,minor
P0044,C08,5.26,clear,minor
P0044,C09,9.32,clear,minor
P0045,C00,36.23,partially_blocked,moderate
P0045,C01,44.08,partially_blocked,none
P0045,C02,34.97,clear,none
P0045,C03,20.47,partially_blocked,none
P0045,C04,2.0,clear,none
P0045,C05,35.37,partially_blocked,minor
P0045,C06,39.84,blocked,significant
P0045,C07,42.0,clear,none
P0045,C08,5.37,partially_blocked,moderate
P0045,C09,67.13,clear,extreme
P0046,C00,25.01,clear,moderate
P0046,C01,42.12,clear,none
P0046,C02,49.81,clear,minor
P0046,C03,4.27,partially_blocked,significant
P0046,C04,25.11,partially_blocked,significant
P0046,C05,78.81,blocked,moderate
P0046,C06,46.2,clear,extreme
P0046,C07,15.47,partially_blocked,minor
P0046,C08,48.23,clear,none
P0046,C09,4.2,partially_blocked,none
P0047,C00,5.53,clear,none
P0047,C01,30.65,partially_blocked,minor
P0047,C02,26.78,blocked,none
P0047,C03,57.59,clear,minor
P0047,C04,21.44,blocked,significant
P0047,C05,59.65,clear,significant
P0047,C06,9.13,partially_blocked,minor
P0047,C07,43.33,clear,extreme
P0047,C08,21.14,clear,extreme
P0047,C09,4.43,clear,extreme
P0048,C00,57.44,blocked,minor
P0048,C01,6.27,clear,none
P0048,C02,41.17,partially_blocked,minor
P0048,C03,13.92,partially_blocked,minor
P0048,C04,20.63,blocked,extreme
P0048,C05,59.79,clear,none
P0048,C06,26.77,clear,moderate
P0048,C07,9.47,partially_blocked,none
P0048,C08,15.76,blocked,moderate
P0048,C09,30.83,blocked,moderate
P0049,C00,19.46,clear,moderate
P0049,C01,13.27,partially_blocked,minor
P0049,C02,4.8,blocked,minor
P0049,C03,22.68,clear,minor
P0049,C04,29.9,clear,minor
P0049,C05,5.28,clear,moderate
P0049,C06,26.77,partially_blocked,none
P0049,C07,28.5,blocked,minor
P0049,C08,31.39,blocked,none
P0049,C09,3.72,clear,minor
P0050,C00,32.91,partially_blocked,none
P0050,C01,17.33,partially_blocked,minor
P0050,C02,41.21,clear,minor
P0050,C03,9.41,clear,none
P0050,C04,5.64,clear,minor
P0050,C05,37.15,clear,none
P0050,C06,3.68,clear,none
P0050,C07,3.46,partially_blocked,minor
P0050,C08,14.85,clear,minor
P0050,C09,7.9,partially_blocked,none
P0051,C00,35.89,partially_blocked,moderate
P0051,C01,36.37,clear,significant
P0051,C02,11.9,clear,none
P0051,C03,15.0,clear,significant
P0051,C04,9.26,partially_blocked,minor
P0051,C05,9.6,partially_blocked,minor
P0051,C06,23.81,partially_blocked,none
P0051,C07,26.78,clear,none
P0051,C08,64.29,blocked,moderate
P0051,C09,66.73,partially_blocked,moderate
P0052,C00,16.64,clear,none
P0052,C01,26.08,partially_blocked,minor
P0052,C02,27.0,partially_blocked,extreme
P0052,C03,46.47,clear,none
P0052,C04,15.22,partially_blocked,none
P0052,C05,16.59,partially_blocked,moderate
P0052,C06,7.46,blocked,moderate
P0052,C07,38.03,partially_blocked,minor
P0052,C08,51.09,clear,none
P0052,C09,3.63,partially_blocked,minor
P0053,C00,14.34,clear,moderate
P0053,C01,18.61,clear,moderate
P0053,C02,7.08,clear,extreme
P0053,C03,26.63,clear,minor
P0053,C04,45.39,partially_blocked,moderate
P0053,C05,23.81,clear,minor
P0053,C06,2.0,partially_blocked,moderate
P0053,C07,34.21,blocked,minor
P0053,C08,3.09,clear,minor
P0053,C09,19.94,partially_blocked,none
P0054,C00,17.13,partially_blocked,none
P0054,C01,34.03,clear,none
P0054,C02,36.87,partially_blocked,none
P0054,C03,14.71,partially_blocked,minor
P0054,C04,29.6,clear,minor
P0054,C05,31.69,clear,extreme
P0054,C06,6.82,partially_blocked,moderate
P0054,C07,25.38,clear,minor
P0054,C08,27.33,clear,none
P0054,C09,12.31,clear,significant
P0055,C00,5.29,partially_blocked,moderate
P0055,C01,38.71,clear,moderate
P0055,C02,14.94,partially_blocked,none
P0055,C03,32.73,clear,minor
P0055,C04,16.25,clear,minor
P0055,C05,38.2,clear,minor
P0055,C06,15.88,partially_blocked,none
P0055,C07,8.54,clear,minor
P0055,C08,12.41,partially_blocked,minor
P0055,C09,23.86,clear,minor
P0056,C00,33.31,clear,moderate
P0056,C01,6.25,partially_blocked,moderate
P0056,C02,23.55,partially_blocked,minor
P0056,C03,24.38,clear,significant
P0056,C04,13.83,blocked,none
P0056,C05,9.79,partially_blocked,none
P0056,C06,7.8,clear,extreme
P0056,C07,16.82,partially_blocked,none
P0056,C08,25.73,clear,significant
P0056,C09,34.71,clear,minor
P0057,C00,2.62,partially_blocked,significant
P0057,C01,19.66,partially_blocked,minor
P0057,C02,31.81,blocked,none
P0057,C03,9.88,partially_blocked,moderate
P0057,C04,31.71,clear,none
P0057,C05,54.03,partially_blocked,moderate
P0057,C06,10.68,partially_blocked,minor
P0057,C07,34.38,partially_blocked,none
P0057,C08,32.65,partially_blocked,minor
P0057,C09,6.64,clear,minor
P0058,C00,2.8,clear,minor
P0058,C01,22.33,clear,moderate
P0058,C02,32.17,partially_blocked,minor
P0058,C03,55.82,partially_blocked,moderate
P0058,C04,28.7,clear,minor
P0058,C05,19.42,partially_blocked,minor
P0058,C06,16.8,clear,extreme
P0058,C07,22.69,partially_blocked,none
P0058,C08,14.9,partially_blocked,minor
P0058,C09,43.14,blocked,none
P0059,C00,8.22,partially_blocked,moderate
P0059,C01,20.01,partially_blocked,moderate
P0059,C02,2.22,partially_blocked,moderate
P0059,C03,13.24,clear,minor
P0059,C04,38.58,clear,none
P0059,C05,29.79,partially_blocked,minor
P0059,C06,50.12,partially_blocked,moderate
P0059,C07,28.63,partially_blocked,minor
P0059,C08,19.59,partially_blocked,minor
P0059,C09,34.13,partially_blocked,none
P0060,C00,22.98,partially_blocked,none
P0060,C01,49.75,clear,significant
P0060,C02,17.64,clear,moderate
P0060,C03,15.45,clear,minor
P0060,C04,69.59,partially_blocked,moderate
P0060,C05,18.95,clear,significant
P0060,C06,11.43,partially_blocked,none
P0060,C07,53.14,partially_blocked,none
P0060,C08,24.0,partially_blocked,significant
P0060,C09,48.02,clear,none
P0061,C00,12.94,partially_blocked,moderate
P0061,C01,2.0,partially_blocked,minor
P0061,C02,53.92,blocked,none
P0061,C03,27.22,partially_blocked,minor
P0061,C04,9.04,clear,moderate
P0061,C05,14.35,clear,minor
P0061,C06,36.19,partially_blocked,minor
P0061,C07,12.42,partially_blocked,none
P0061,C08,76.29,partially_blocked,minor
P0061,C09,2.0,blocked,moderate
P0062,C00,4.51,clear,moderate
P0062,C01,22.02,partially_blocked,moderate
P0062,C02,30.33,clear,minor
P0062,C03,11.17,clear,none
P0062,C04,27.26,partially_blocked,moderate
P0062,C05,34.17,clear,none
P0062,C06,25.17,clear,minor
P0062,C07,26.17,clear,minor
P0062,C08,17.91,partially_blocked,minor
P0062,C09,70.87,clear,moderate
P0063,C00,36.21,blocked,moderate
P0063,C01,2.0,partially_blocked,minor
P0063,C02,51.07,partially_blocked,none
P0063,C03,22.81,partially_blocked,minor
P0063,C04,35.42,partially_blocked,minor
P0063,C05,12.63,clear,none
P0063,C06,30.01,partially_blocked,none
P0063,C07,9.06,clear,minor
P0063,C08,42.05,partially_blocked,none
P0063,C09,24.99,clear,minor
P0064,C00,43.1,clear,none
P0064,C01,21.96,partially_blocked,none
P0064,C02,27.39,clear,none
P0064,C03,2.9,blocked,minor
P0064,C04,35.25,clear,none
P0064,C05,5.86,partially_blocked,significant
P0064,C06,13.07,blocked,none
P0064,C07,59.57,partially_blocked,minor
P0064,C08,5.01,blocked,none
P0064,C09,22.56,partially_blocked,moderate
P0065,C00,19.63,clear,none
P0065,C01,35.85,partially_blocked,none
P0065,C02,8.04,clear,moderate
P0065,C03,7.11,blocked,minor
P0065,C04,30.66,partially_blocked,moderate
P0065,C05,33.07,blocked,none
P0065,C06,19.82,clear,none
P0065,C07,49.23,clear,moderate
P0065,C08,9.62,partially_blocked,minor
P0065,C09,12.01,clear,none
P0066,C00,18.17,clear,none
P0066,C01,13.13,partially_blocked,extreme
P0066,C02,46.33,partially_blocked,minor
P0066,C03,21.18,blocked,none
P0066,C04,11.01,clear,minor
P0066,C05,36.77,blocked,minor
P0066,C06,14.15,clear,none
P0066,C07,65.81,partially_blocked,minor
P0066,C08,14.73,partially_blocked,extreme
P0066,C09,5.17,clear,minor
P0067,C00,5.4,clear,significant
P0067,C01,17.73,blocked,none
P0067,C02,49.89,blocked,none
P0067,C03,35.55,clear,moderate
P0067,C04,6.08,clear,moderate
P0067,C05,17.55,partially_blocked,minor
P0067,C06,48.77,partially_blocked,none
P0067,C07,18.24,blocked,none
P0067,C08,36.62,clear,moderate
P0067,C09,12.38,clear,minor
P0068,C00,37.12,partially_blocked,none
P0068,C01,21.85,partially_blocked,none
P0068,C02,4.98,clear,minor
P0068,C03,70.62,blocked,moderate
P0068,C04,68.94,partially_blocked,minor
P0068,C05,2.49,blocked,minor
P0068,C06,50.26,clear,minor
P0068,C07,35.64,partially_blocked,moderate
P0068,C08,37.27,clear,moderate
P0068,C09,6.23,partially_blocked,significant
P0069,C00,68.15,partially_blocked,none
P0069,C01,15.75,clear,none
P0069,C02,37.59,clear,minor
P0069,C03,26.72,clear,significant
P0069,C04,9.73,partially_blocked,minor
P0069,C05,15.74,partially_blocked,none
P0069,C06,57.51,clear,none
P0069,C07,20.68,clear,none
P0069,C08,9.17,blocked,minor
P0069,C09,7.51,clear,significant
P0070,C00,6.98,partially_blocked,significant
P0070,C01,27.59,clear,none
P0070,C02,39.99,partially_blocked,minor
P0070,C03,5.02,partially_blocked,moderate
P0070,C04,24.56,blocked,significant
P0070,C05,4.42,clear,minor
P0070,C06,29.11,clear,minor
P0070,C07,15.61,partially_blocked,none
P0070,C08,10.12,partially_blocked,moderate
P0070,C09,42.46,partially_blocked,significant
P0071,C00,13.69,partially_blocked,moderate
P0071,C01,28.43,clear,minor
P0071,C02,10.37,clear,significant
P0071,C03,34.7,clear,moderate
P0071,C04,2.0,partially_blocked,minor
P0071,C05,6.62,partially_blocked,none
P0071,C06,5.28,clear,moderate
P0071,C07,39.59,clear,none
P0071,C08,22.32,partially_blocked,minor
P0071,C09,15.91,partially_blocked,none
P0072,C00,43.33,partially_blocked,moderate
P0072,C01,14.4,blocked,moderate
P0072,C02,22.62,blocked,none
P0072,C03,11.76,partially_blocked,minor
P0072,C04,19.53,clear,none
P0072,C05,35.73,partially_blocked,moderate
P0072,C06,32.45,clear,none
P0072,C07,16.33,partially_blocked,minor
P0072,C08,27.87,clear,minor
P0072,C09,45.74,clear,none
P0073,C00,51.01,partially_blocked,none
P0073,C01,29.83,clear,minor
P0073,C02,29.45,partially_blocked,significant
P0073,C03,31.14,partially_blocked,none
P0073,C04,26.14,blocked,significant
P0073,C05,43.63,blocked,minor
P0073,C06,33.02,clear,moderate
P0073,C07,26.86,blocked,minor
P0073,C08,62.16,partially_blocked,minor
P0073,C09,25.71,partially_blocked,none
P0074,C00,46.28,clear,significant
P0074,C01,25.5,blocked,extreme
P0074,C02,2.0,clear,minor
P0074,C03,29.09,partially_blocked,minor
P0074,C04,29.47,blocked,none
